id,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,labels
126,0.68,4.55,,,2,5,85381111,0,0,0,1,0,0,biotech,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,4.6667,1
861,0.0,2.35,0.0,5.16,7,3,22487000,2,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2.3333,1
483,2.08,4.02,2.5,2.5,5,5,1178000,1,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,1
355,0.84,4.22,0.76,4.93,18,3,24030000,3,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3.6667,1
434,6.26,6.26,1.0,1.0,2,1,10000000,1,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1
176,1.58,1.58,2.25,2.53,14,1,3000000,2,0,0,0,1,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0
208,0.0,0.0,,,3,1,120000,0,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.0,0
678,0.58,2.46,2.5,5.09,17,3,28300000,4,0,0,1,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1.6667,1
433,,0.0,,0.86,9,2,55600000,2,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.0,0
528,4.93,4.93,0.0,0.0,2,1,12000000,1,0,0,1,0,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,0
106,2.47,4.83,0.59,5.62,4,2,5000000,6,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,0
235,,,,7.45,9,1,4000000,4,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1
191,5.68,6.32,5.01,5.01,4,2,15050000,1,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.5,1
122,0.92,2.78,3.0,3.65,6,2,9500000,2,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2.5,1
5,0.0,1.67,0.04,0.04,2,2,1300000,1,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.0,0
758,4.84,4.84,,,2,1,10000000,0,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,0
281,0.05,0.05,0.07,0.4,4,1,100000,2,0,0,0,0,1,social,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0
606,2.0,8.04,6.59,6.59,9,4,29288979,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2.6667,1
425,5.0,5.0,5.5,5.5,3,1,6500000,1,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1
760,0.08,1.84,1.42,2.34,3,3,11500000,3,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1.5,1
206,0.03,2.21,4.52,6.91,12,3,7175000,6,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2.6667,1
738,0.04,0.73,0.47,0.92,4,2,70000,2,1,0,0,0,0,news,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,1
720,10.88,10.88,15.5,15.5,3,1,1000000,1,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,0
290,0.65,3.55,3.84,6.56,27,3,26000000,5,1,0,0,0,0,messaging,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,3.6667,1
511,0.87,0.87,,,1,1,30000,0,0,0,0,1,0,software,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0
76,2.7,4.0,1.0,1.0,2,2,19700000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4.0,0
273,0.41,0.41,6.83,8.87,9,1,100000,3,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1
149,1.3,2.65,0.0,3.68,4,3,3282327,2,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.0,1
803,2.0,2.0,,3.52,3,1,6000000,2,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1
392,0.84,7.59,11.59,13.59,35,4,33000000,5,0,0,1,0,0,consulting,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,2.5,1
472,0.28,0.28,0.0,0.28,2,1,1200000,2,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4.0,0
611,0.68,1.92,4.98,6.65,13,2,14300000,3,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.5,1
225,0.46,0.46,1.28,1.82,16,1,3500000,2,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.0,0
735,0.9,0.9,0.41,1.63,12,1,1420000,3,0,1,0,0,0,social,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,16.0,1
785,0.02,1.57,2.48,4.87,12,3,1310000,2,0,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.0,1
462,2.43,9.01,8.58,10.01,10,6,64630000,3,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,3.6667,1
895,0.68,1.31,0.33,2.59,5,2,4600000,2,0,0,1,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,9.0,1
779,2.0,3.56,4.57,4.57,3,2,2100000,1,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,0
31,1.35,2.16,4.52,4.52,3,2,10500000,1,1,0,0,0,0,other,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.0,0
888,4.53,4.53,5.53,5.53,1,1,1310000,1,1,0,0,0,0,news,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4.0,0
246,4.82,4.82,0.25,0.25,1,1,5000000,1,0,0,0,1,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0
657,6.13,6.13,7.17,7.17,5,1,8000000,1,1,0,0,0,0,security,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.0,1
249,0.54,1.5,,2.21,6,2,1975000,2,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3.0,1
565,3.81,5.18,1.75,3.59,2,2,17000000,2,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.0,0
553,1.16,1.16,,2.96,3,1,205000,3,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,1
780,0.42,0.89,0.08,1.86,3,2,3250000,3,0,0,0,0,1,travel,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,1
891,0.16,0.16,1.48,1.48,3,1,3000000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1
159,1.96,1.96,1.0,1.0,5,1,5000000,1,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0
529,0.58,4.85,0.91,5.42,10,5,78573646,4,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,4.3333,1
408,,5.23,5.76,7.49,31,5,37000000,3,0,1,0,0,0,news,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2.5,1
305,0.8,0.8,0.0,1.41,5,1,5000000,2,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0
437,0.17,0.53,0.17,2.44,4,2,983000,2,0,1,0,0,0,messaging,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6.0,1
880,1.09,7.76,6.88,6.88,9,5,40000000,1,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,4.0,1
8,1.65,6.76,5.61,7.36,25,3,34100000,3,1,0,0,0,0,finance,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3.5,1
558,1.29,3.85,1.39,4.24,11,2,9356180,4,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.5,1
912,4.45,8.08,6.59,6.59,4,6,49008830,1,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,3.0,0
396,0.84,1.9,2.3,3.84,21,2,4950000,3,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12.5,1
52,1.89,2.45,2.0,3.28,4,2,11500000,3,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1
310,3.88,5.86,2.84,6.11,9,2,6700000,4,0,1,0,0,0,music,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8.0,1
523,4.59,4.59,,,1,1,100000,0,0,0,0,0,1,biotech,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,0
752,2.58,4.61,0.58,10.22,3,2,7100000,3,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.5,1
508,1.0,8.88,4.0,9.19,7,5,62600000,2,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,9.3333,1
256,6.84,8.31,,,5,2,7300000,0,0,0,0,0,1,biotech,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3.0,0
468,2.0,2.0,1.03,3.16,8,1,200000,3,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0
635,1.31,1.31,1.0,1.31,3,1,500000,2,0,0,0,0,1,ecommerce,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.0,0
734,1.65,1.65,,,4,2,7500000,0,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.0,1
132,1.06,1.77,1.03,1.11,6,3,132885,2,0,0,0,0,1,games_video,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0
788,0.0,0.0,0.0,0.0,2,1,250000,1,0,0,0,0,1,ecommerce,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0
859,2.58,2.58,3.0,4.61,4,1,20000000,2,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0,0
449,0.12,1.15,,,7,3,42000000,0,0,0,1,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2.6667,1
129,2.32,4.24,,,2,2,10600000,1,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3.0,0
868,0.96,5.72,6.04,6.88,18,6,35200000,3,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2.3333,1
597,3.39,3.39,,4.43,4,1,1500000,2,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.0,1
727,3.75,4.97,4.68,4.84,10,2,69000000,2,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.5,1
871,3.05,9.48,1.0,1.0,4,5,33000000,1,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,2.0,1
538,4.18,5.54,6.38,6.38,0,2,8000000,1,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.5,1
163,4.38,5.96,5.5,5.5,5,2,55000000,1,0,0,0,0,1,biotech,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4.0,0
117,10.76,10.76,,,0,1,2000000,0,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0
375,2.22,7.93,1.67,9.09,7,3,40300000,5,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,4.0,1
75,1.81,1.81,,,1,1,3000000,0,0,0,0,1,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0
109,2.72,2.72,0.92,6.31,5,1,600000,3,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,1
333,2.17,3.08,3.09,4.78,7,3,6693782,3,1,0,0,0,0,real_estate,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.6667,1
302,1.92,2.58,2.0,6.92,10,2,3600000,3,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0,0
851,0.43,1.13,2.69,3.54,23,2,9800000,2,1,0,0,0,0,news,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4.5,1
251,2.35,2.35,,,0,1,35000000,0,0,0,0,0,1,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0
12,1.08,5.34,,4.61,8,5,10400000,2,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1.75,0
623,2.95,3.56,0.0,0.0,3,2,20757182,1,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,1
459,6.04,6.04,10.5,12.61,19,1,8000000,4,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1
715,5.42,8.3,8.01,8.01,6,3,65800000,1,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4.6667,1
71,0.68,0.68,2.92,4.23,15,1,4000000,3,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1
422,0.21,1.08,0.16,2.65,3,4,4200000,3,0,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.0,1
507,0.75,7.09,8.01,9.87,5,2,15100000,3,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.0,1
372,2.07,2.07,,,3,1,25000000,1,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,1
517,2.78,5.0,4.16,10.75,2,3,17400000,2,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5.0,1
778,1.42,1.42,1.0,1.0,7,1,6000000,1,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.0,1
313,,0.67,,,20,3,22500000,0,1,0,0,0,0,search,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4.0,1
781,6.57,7.16,,,1,3,148000000,0,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3.5,0
791,1.82,1.82,3.9,5.91,15,1,2300000,3,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1
94,0.12,1.34,1.83,2.67,24,2,8950000,2,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7.0,1
812,1.62,5.33,,,5,2,10000000,1,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3.0,1
195,0.89,0.89,0.83,4.21,8,1,1300000,4,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0,1
99,4.28,4.28,2.42,5.52,7,1,400000,2,1,0,0,0,0,social,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.0,1
646,3.09,3.09,1.0,1.0,4,1,13400000,1,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.0,1
762,0.67,3.99,5.08,7.37,27,3,11015719,4,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,0
733,5.43,9.5,,,13,3,14000000,0,0,0,0,0,1,photo_video,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.0,1
57,2.16,4.76,4.0,6.75,13,3,12000000,2,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2.0,1
576,1.56,3.16,3.0,3.5,8,2,21750000,2,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2.0,1
2,5.13,10.0,7.01,7.01,9,4,40100000,1,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,4.75,1
288,1.93,4.04,2.0,10.19,2,2,24300000,3,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.5,1
26,4.84,4.84,1.0,1.0,3,1,13000000,1,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,1
29,2.51,4.53,4.93,5.68,37,5,299500000,2,0,0,0,1,0,web,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1.75,1
365,4.6,9.42,5.26,9.78,19,4,5700000000,2,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,1
607,8.1,12.37,11.84,12.05,11,4,24200000,2,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2.3333,0
902,3.13,5.25,3.13,3.54,6,2,6760000,2,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5,0
337,0.0,0.0,3.41,3.41,3,1,250000,1,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.0,0
72,,,0.14,0.14,3,1,355000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1
276,1.79,3.3,2.08,2.33,8,3,3352194,2,0,0,0,0,1,analytics,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,9.5,0
298,3.7,4.1,,,4,2,15000000,0,0,0,1,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.0,1
363,5.75,5.75,8.01,9.84,4,1,1000000,2,0,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1
512,6.26,6.26,6.01,6.01,10,1,22200000,1,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.0,0
